GPRD,2019,08,04,08,48,17.00, 31697,05,00,05,00,-2197951.306, 5180838.924, 2991558.090, 28.15349940, 112.98890089,   92.8017,10.844,019,-2197964.847, 5180845.704, 2991572.140,     6.947,     9.817,    16.796,10,05,05
GPRD,2019,08,04,08,48,18.00, 31698,05,00,05,00,-2197951.582, 5180840.821, 2991559.093, 28.15349948, 112.98889593,   94.9104,10.842,019,-2197964.725, 5180845.356, 2991572.132,     7.104,    10.328,    14.359,10,05,05
GPRD,2019,08,04,08,48,20.00, 31700,05,00,05,00,-2197951.017, 5180837.970, 2991557.266, 28.15349705, 112.98890197,   91.5397,10.839,019,-2197964.642, 5180845.188, 2991571.764,     7.137,     9.724,    17.391,10,05,05
GPRD,2019,08,04,08,48,21.00, 31701,05,00,05,00,-2197951.560, 5180864.979, 2991553.048, 28.15335674, 112.98879967,  111.6588,10.837,019,-2197964.422, 5180844.765, 2991571.677,    22.835,    19.735,    -3.189,10,05,05
GPRD,2019,08,04,08,48,22.00, 31702,05,00,05,00,-2197951.720, 5180840.376, 2991558.571, 28.15349684, 112.98889900,   94.3505,10.835,019,-2197964.782, 5180845.543, 2991572.095,     7.273,    10.006,    15.072,10,05,05
GPRD,2019,08,04,08,48,24.00, 31704,05,00,05,00,-2197951.806, 5180842.458, 2991559.677, 28.15349734, 112.98889152,   96.5912,10.831,019,-2197964.809, 5180845.374, 2991572.146,     7.330,    10.831,    12.728,09,05,05
GPRD,2019,08,04,08,48,25.00, 31705,05,00,05,00,-2197952.766, 5180898.930, 2991545.455, 28.15316126, 112.98867598,  136.0483,10.829,019,-2197964.954, 5180845.377, 2991572.108,    44.515,    32.135,   -26.695,09,05,05
GPRD,2019,08,04,08,48,26.00, 31706,05,00,05,00,-2197951.613, 5180839.135, 2991558.383, 28.15350039, 112.98890293,   93.2175,10.827,019,-2197964.917, 5180845.553, 2991572.281,     7.014,     9.741,    16.349,09,05,05
GPRD,2019,08,04,08,48,27.00, 31707,05,00,05,00,-2197952.567, 5180913.882, 2991541.019, 28.15306770, 112.98861466,  146.0228,10.825,019,-2197964.820, 5180845.591, 2991572.191,    54.889,    37.951,   -36.502,10,05,05
GPRD,2019,08,04,08,48,28.00, 31708,05,00,05,00,-2197951.689, 5180842.008, 2991559.240, 28.15349582, 112.98889221,   95.9800,10.823,019,-2197964.739, 5180845.511, 2991572.032,     7.353,    10.646,    13.372,09,05,05
